neighborhood,viz_name,x2010_pop,x2010_pop_hisp,x2010_pop_white_non_hisp,x2010_pop_black_non_hisp,x2010_pop_aian_non_hisp,x2010_pop_asian_non_hisp,x2010_pop_nhpi_non_hisp,x2010_pop_other_non_hisp,x2010_pop_two_plus_non_hisp,x2020_pop,x2020_pop_hisp,x2020_pop_white_non_hisp,x2020_pop_black_non_hisp,x2020_pop_aian_non_hisp,x2020_pop_asian_non_hisp,x2020_pop_nhpi_non_hisp,x2020_pop_other_non_hisp,x2020_pop_two_plus_non_hisp,county,change_pop,change_pop_hisp,change_pop_white_non_hisp,change_pop_black_non_hisp,change_pop_aian_non_hisp,change_pop_asian_non_hisp,change_pop_nhpi_non_hisp,change_pop_other_non_hisp,change_pop_two_plus_non_hisp,pct_change_x2020_pop,pct_change_x2020_pop_hisp,pct_change_x2020_pop_white_non_hisp,pct_change_x2020_pop_black_non_hisp,pct_change_x2020_pop_aian_non_hisp,pct_change_x2020_pop_asian_non_hisp,pct_change_x2020_pop_nhpi_non_hisp,pct_change_x2020_pop_other_non_hisp,pct_change_x2020_pop_two_plus_non_hisp,x2010_pop_white_non_hisp_share,x2010_pop_black_non_hisp_share,x2010_pop_hisp_share,x2020_pop_white_non_hisp_share,x2020_pop_black_non_hisp_share,x2020_pop_hisp_share,x2020_majority_neighborhood_type,x2010_majority_neighborhood_type,majority_changed,color_pct_change_x2020_pop,color_pct_change_x2020_pop_hisp,color_pct_change_x2020_pop_white_non_hisp,color_pct_change_x2020_pop_black_non_hisp,color_pct_change_x2020_pop_aian_non_hisp,color_pct_change_x2020_pop_asian_non_hisp,color_pct_change_x2020_pop_nhpi_non_hisp,color_pct_change_x2020_pop_other_non_hisp,color_pct_change_x2020_pop_two_plus_non_hisp,viz_x2020_pop_white_non_hisp,viz_x2020_pop_black_non_hisp,viz_x2020_pop_hisp,viz_x2020_pop
loyola/notre dame,Loyola/Notre Dame,1947,70,1300,450,2,85,0,1,39,2147,169,961,459,1,440,1,8,109,Baltimore City,200,100,-340,9,-1,354,1,7,70,10.3,143.7,-26.1,2,-67.3,414.5,Inf,618.4,178.4,67,23,4,45,21,8,Majority Minority,Majortiy White,Yes,green,green,red,green,red,green,green,green,green,961,459,169,"2,147"
lucille park,Lucille Park,1108,13,15,1063,3,3,0,1,11,902,39,29,798,2,2,0,5,27,Baltimore City,-206,26,14,-264,-0,-0,-0,4,16,-18.6,194.4,91.8,-24.9,-11,-10.6,-21.5,640.3,141.9,1,96,1,3,88,4,Majority Black,Majority Black,No,red,green,green,red,red,red,red,green,green,29,798,39,902
madison park,Madison Park,2686,34,133,2457,7,14,1,2,37,2358,43,132,2059,6,16,4,11,87,Baltimore City,-328,9,-2,-398,-1,2,3,9,50,-12.2,27,-1.4,-16.2,-11.2,13,216.4,389.3,134.5,5,91,1,6,87,2,Majority Black,Majority Black,No,red,green,red,red,red,green,green,green,green,132,"2,059",43,"2,358"
madison-eastend,Madison-Eastend,2915,124,100,2615,14,23,0,5,35,2247,340,95,1693,7,21,0,5,86,Baltimore City,-668,217,-5,-922,-7,-2,-0,-0,51,-22.9,175.7,-4.9,-35.2,-50,-7.8,-100,-5.9,145.7,3,90,4,4,75,15,Majority Black,Majority Black,No,red,green,red,red,red,red,red,red,green,95,"1,693",340,"2,247"
mayfield,Mayfield,574,10,124,422,2,6,0,0,10,492,12,100,355,0,6,0,1,17,Baltimore City,-82,2,-24,-67,-1,0,0,1,8,-14.2,20.7,-19.4,-15.9,-76,3.3,Inf,219.5,83.3,22,74,2,20,72,3,Majority Black,Majority Black,No,red,green,red,red,red,green,green,green,green,100,355,12,492
mcelderry park,Mcelderry Park,3773,446,587,2591,25,56,1,3,65,3348,639,654,1834,12,66,0,11,132,Baltimore City,-425,194,67,-757,-13,10,-1,8,68,-11.3,43.4,11.4,-29.2,-50.9,18,-86.4,272.5,104.3,16,69,12,20,55,19,Majority Black,Majority Black,No,red,green,green,red,red,green,red,green,green,654,"1,834",639,"3,348"
medfield,Medfield,2670,110,1962,325,5,209,0,10,50,2711,151,1712,362,7,352,1,18,108,Baltimore City,42,41,-250,37,2,144,1,9,58,1.6,37.2,-12.7,11.3,39.8,68.8,124897.3,90.2,117.6,73,12,4,63,13,6,Majority White,Majortiy White,Yes,green,green,red,green,green,green,green,green,green,"1,712",362,151,"2,711"
medford,Medford,259,51,121,73,3,4,0,1,6,282,112,77,77,1,4,0,2,9,Baltimore City,23,61,-44,4,-1,-1,-0,1,3,8.9,121.2,-36.7,5.2,-48.8,-17.7,-57.8,150.4,60.4,47,28,20,27,27,40,Majority Minority,Majority Minority,No,green,green,red,green,red,red,red,green,green,77,77,112,282
mid-govans,Mid-Govans,1324,21,142,1125,5,9,1,2,21,1221,22,130,1002,1,13,0,3,48,Baltimore City,-103,1,-12,-122,-4,5,-0,2,27,-7.8,5.4,-8.2,-10.9,-84,56.1,-50,117.8,133.6,11,85,2,11,82,2,Majority Black,Majority Black,No,red,green,red,red,red,green,red,green,green,130,"1,002",22,"1,221"
mid-town belvedere,Mid-Town Belvedere,4394,206,2480,1150,13,393,1,12,139,5217,371,2585,1363,9,612,1,25,251,Baltimore City,823,165,105,213,-5,219,-0,13,112,18.7,80.3,4.2,18.5,-34.9,55.6,-10.3,108.6,81,56,26,5,50,26,7,Majority Minority,Majortiy White,Yes,green,green,green,green,red,green,red,green,green,"2,585","1,363",371,"5,217"
middle branch/reedbird parks,Middle Branch/Reedbird Parks,1750,41,58,1608,4,8,0,2,29,1488,96,64,1260,3,17,0,5,43,Baltimore City,-261,56,6,-348,-1,9,-0,3,14,-14.9,136.9,10.3,-21.7,-26.5,109.7,-21.7,161.9,48.1,3,92,2,4,85,6,Majority Black,Majority Black,No,red,green,green,red,red,green,red,green,green,64,"1,260",96,"1,488"
middle east,Middle East,2166,31,43,2057,1,14,0,0,19,2447,71,201,1916,5,185,0,1,67,Baltimore City,281,40,158,-141,4,171,-0,1,48,13,130.3,365.5,-6.9,274,1213.7,-100,231.6,253.6,2,95,1,8,78,3,Majority Black,Majority Black,No,green,green,green,red,green,green,red,green,green,201,"1,916",71,"2,447"
midtown-edmondson,Midtown-Edmondson,2091,12,18,2025,3,6,0,3,24,1497,32,19,1391,4,8,2,7,36,Baltimore City,-595,19,1,-634,1,2,2,3,11,-28.4,153.7,5.1,-31.3,37.2,40.6,4817.9,99.8,46.3,1,97,1,1,93,2,Majority Black,Majority Black,No,red,green,green,red,green,green,green,green,green,19,"1,391",32,"1,497"
millhill,Millhill,2117,92,728,1204,4,29,1,1,58,1546,121,326,991,7,24,0,5,72,Baltimore City,-571,29,-402,-213,3,-5,-1,4,15,-27,31,-55.2,-17.7,67.2,-17.7,-100,261.6,25.1,34,57,4,21,64,8,Majority Black,Majority Black,No,red,green,red,red,green,red,red,green,green,326,991,121,"1,546"
milton-montford,Milton-Montford,1456,52,35,1328,7,13,0,1,21,1146,117,54,918,4,10,0,3,39,Baltimore City,-309,66,19,-409,-3,-3,0,2,19,-21.3,127.3,55.1,-30.8,-42.1,-23.6,NA,234.8,90.6,2,91,4,5,80,10,Majority Black,Majority Black,No,red,green,green,red,red,red,NA,green,green,54,918,117,"1,146"
mondawmin,Mondawmin,3828,49,42,3647,13,12,2,6,57,3367,78,236,2690,2,253,1,17,90,Baltimore City,-461,30,194,-958,-11,241,-1,11,33,-12.1,60.6,458.3,-26.3,-84.6,1933.1,-61.9,187.1,58.1,1,95,1,7,80,2,Majority Black,Majority Black,No,red,green,green,red,red,green,red,green,green,236,"2,690",78,"3,367"
montebello,Montebello,1808,33,352,1355,5,17,0,3,42,1543,49,293,1126,2,16,1,4,52,Baltimore City,-266,16,-60,-229,-3,-1,1,1,10,-14.7,48.3,-16.9,-16.9,-60.5,-7.8,773492.7,27.5,24,19,75,2,19,73,3,Majority Black,Majority Black,No,red,green,red,red,red,red,green,green,green,293,"1,126",49,"1,543"
moravia-walther,Moravia-Walther,1209,23,369,772,3,10,0,3,27,1124,44,264,747,4,16,0,9,40,Baltimore City,-85,21,-105,-25,1,6,-0,6,12,-7,90.3,-28.6,-3.2,18.5,54.8,-99.6,168.8,44.9,31,64,2,23,66,4,Majority Black,Majority Black,No,red,green,red,red,green,green,red,green,green,264,747,44,"1,124"
morgan park,Morgan Park,524,12,169,323,1,6,0,1,12,486,19,130,303,1,8,0,6,19,Baltimore City,-38,7,-39,-20,-1,2,0,5,8,-7.3,57.6,-23.2,-6.3,-34.1,34.2,205.4,558.7,67.5,32,62,2,27,62,4,Majority Black,Majority Black,No,red,green,red,red,red,green,green,green,green,130,303,19,486
morgan state university,Morgan State University,2866,55,198,2544,5,18,1,5,41,2449,60,314,1728,2,252,1,12,82,Baltimore City,-417,5,116,-816,-3,234,-0,7,41,-14.5,8.6,58.7,-32.1,-62.6,1322.9,-40.5,128.6,101.4,7,89,2,13,71,2,Majority Black,Majority Black,No,red,green,green,red,red,green,red,green,green,314,"1,728",60,"2,449"
morrell park,Morrell Park,3064,153,2264,442,21,91,2,8,84,2968,440,1481,771,8,101,0,22,145,Baltimore City,-96,287,-783,329,-12,10,-2,14,62,-3.1,186.8,-34.6,74.5,-59.1,11.4,-99.7,178.1,73.5,74,14,5,50,26,15,Majority Minority,Majortiy White,Yes,red,green,red,green,red,green,red,green,green,"1,481",771,440,"2,968"
mosher,Mosher,1882,28,12,1817,4,6,0,0,14,1372,24,15,1291,5,1,0,8,28,Baltimore City,-510,-4,3,-526,1,-5,0,8,14,-27.1,-15.3,21.8,-28.9,24.9,-90.9,NA,301654.7,96.2,1,97,1,1,94,2,Majority Black,Majority Black,No,red,red,green,red,green,red,NA,green,green,15,"1,291",24,"1,372"
mount holly,Mount Holly,1093,16,16,1041,2,1,0,1,15,1059,27,35,955,2,4,0,11,25,Baltimore City,-34,11,19,-86,0,3,0,9,10,-3.1,66,120.4,-8.3,0.8,244.2,129.5,628.4,69.2,1,95,1,3,90,3,Majority Black,Majority Black,No,red,green,green,red,green,green,green,green,green,35,955,27,"1,059"
mount vernon,Mount Vernon,4830,208,2428,1648,14,385,1,13,132,5246,358,2468,1566,9,569,1,24,251,Baltimore City,417,150,40,-82,-5,184,0,11,118,8.6,72.5,1.6,-5,-35.8,47.8,6.2,86.4,89.5,50,34,4,47,30,7,Majority Minority,Majortiy White,Yes,green,green,green,red,red,green,green,green,green,"2,468","1,566",358,"5,246"
mount washington,Mount Washington,4581,110,2817,1400,7,135,2,11,99,4821,175,2891,1346,5,143,0,54,208,Baltimore City,240,65,74,-54,-3,8,-2,43,110,5.2,58.8,2.6,-3.9,-37.2,6.1,-86.7,381,111.2,61,31,2,60,28,4,Majority White,Majortiy White,Yes,green,green,green,red,red,green,red,green,green,"2,891","1,346",175,"4,821"
mount winans,Mount Winans,255,4,21,222,1,1,0,1,5,215,10,16,177,1,1,0,2,9,Baltimore City,-40,6,-6,-45,-0,0,0,1,4,-15.7,173.2,-27.4,-20.4,-18.3,8.9,NA,259.9,78.2,8,87,1,7,82,5,Majority Black,Majority Black,No,red,green,red,red,red,green,NA,green,green,16,177,10,215
mt pleasant park,Mt Pleasant Park,1876,33,148,1632,1,36,0,2,23,1707,31,85,1496,1,36,2,11,45,Baltimore City,-170,-3,-63,-136,-1,0,2,9,22,-9,-8.5,-42.7,-8.3,-49,0.8,182089.8,373.6,95.8,8,87,2,5,88,2,Majority Black,Majority Black,No,red,red,red,red,red,green,green,green,green,85,"1,496",31,"1,707"
new northwood,New Northwood,4686,67,131,4392,7,24,0,6,60,4389,60,199,3866,4,104,0,29,126,Baltimore City,-297,-7,69,-527,-3,80,-0,23,67,-6.3,-9.8,52.5,-12,-37.6,342.1,-99.7,378.4,112.2,3,94,1,5,88,1,Majority Black,Majority Black,No,red,red,green,red,red,green,red,green,green,199,"3,866",60,"4,389"
new southwest/mount clare,New Southwest/Mount Clare,1985,149,581,1130,19,42,0,2,62,1621,215,387,907,6,25,1,6,74,Baltimore City,-364,66,-193,-223,-13,-17,1,4,12,-18.3,44.4,-33.3,-19.7,-66.9,-41.3,309.9,204.2,18.7,29,57,7,24,56,13,Majority Black,Majority Black,No,red,green,red,red,red,red,green,green,green,387,907,215,"1,621"
north harford road,North Harford Road,3718,179,2227,1208,10,37,1,6,51,3549,224,1561,1507,7,64,2,25,159,Baltimore City,-170,45,-666,299,-3,26,1,19,108,-4.6,25.4,-29.9,24.8,-28.1,70.8,127.2,314.9,210.9,60,32,5,44,42,6,Majority Minority,Majortiy White,Yes,red,green,red,green,red,green,green,green,green,"1,561","1,507",224,"3,549"
north roland park/poplar hill,North Roland Park/Poplar Hill,1555,34,1211,112,1,170,0,1,28,1485,57,1146,155,1,52,0,12,61,Baltimore City,-71,23,-64,43,-0,-117,-0,11,34,-4.5,69.9,-5.3,38.7,-3.4,-69.1,-100,918.5,120.1,78,7,2,77,10,4,Majority White,Majortiy White,Yes,red,green,red,green,red,red,red,green,green,"1,146",155,57,"1,485"
northwest community action,Northwest Community Action,1375,13,10,1323,2,1,0,1,23,1103,14,18,1032,2,1,0,3,33,Baltimore City,-272,1,8,-292,-0,0,-0,2,10,-19.8,8.7,76.6,-22,-19.6,0.1,-100,198.6,42.4,1,96,1,2,94,1,Majority Black,Majority Black,No,red,green,green,red,red,green,red,green,green,18,"1,032",14,"1,103"
o'donnell heights,O'donnell Heights,1183,197,294,649,3,11,0,5,23,1366,429,165,696,5,19,2,9,42,Baltimore City,183,232,-129,47,2,8,2,4,19,15.5,117.6,-43.9,7.2,49.4,71.2,88213.8,83.4,79.3,25,55,17,12,51,31,Majority Black,Majority Black,No,green,green,red,green,green,green,green,green,green,165,696,429,"1,366"
oakenshawe,Oakenshawe,946,37,639,158,2,79,0,4,27,907,56,567,128,1,95,0,3,56,Baltimore City,-40,19,-72,-30,-1,16,-0,-1,29,-4.2,50.9,-11.2,-18.9,-49.5,20.2,-99,-20.2,110,67,17,4,63,14,6,Majority White,Majortiy White,Yes,red,green,red,red,red,green,red,red,green,567,128,56,907
oaklee,Oaklee,159,5,112,35,1,3,0,0,3,148,10,77,47,0,4,0,1,9,Baltimore City,-11,4,-35,12,-0,2,-0,0,5,-6.9,81.6,-30.9,35.2,-23.1,58.6,-50,200,152.3,70,22,3,52,32,7,Majority White,Majortiy White,Yes,red,green,red,green,red,green,red,green,green,77,47,10,148
old goucher,Old Goucher,970,55,305,517,5,63,1,1,23,862,73,304,387,2,59,2,4,30,Baltimore City,-109,19,-1,-130,-3,-4,1,3,7,-11.2,33.9,-0.3,-25.1,-64.6,-6.5,248.7,226.1,28.6,31,53,6,35,45,9,Majority Minority,Majority Black,Yes,red,green,red,red,red,red,green,green,green,304,387,73,862
oldtown,Oldtown,2878,33,67,2702,1,40,0,4,31,2487,42,80,2281,8,5,0,15,57,Baltimore City,-392,9,13,-421,7,-35,-0,11,26,-13.6,27.4,18.9,-15.6,767.5,-87.6,-100,262.8,83.7,2,94,1,3,92,2,Majority Black,Majority Black,No,red,green,green,red,green,red,red,green,green,80,"2,281",42,"2,487"
oliver,Oliver,2979,27,45,2856,6,7,1,2,34,2649,61,45,2459,7,12,0,12,53,Baltimore City,-330,34,-1,-397,1,4,-1,10,20,-11.1,124.5,-1.2,-13.9,17.9,57.8,-100,409,57.9,2,96,1,2,93,2,Majority Black,Majority Black,No,red,green,red,red,green,green,red,green,green,45,"2,459",61,"2,649"
orangeville,Orangeville,924,270,506,105,8,15,1,1,19,1021,568,315,69,3,28,0,6,33,Baltimore City,97,298,-191,-36,-5,13,-1,5,14,10.5,110.2,-37.8,-34.3,-61.8,90.8,-100,774.7,74.4,55,11,29,31,7,56,Majority Hispanic,Majortiy White,Yes,green,green,red,red,red,green,red,green,green,315,69,568,"1,021"
orangeville industrial area,Orangeville Industrial Area,656,165,212,242,8,15,0,1,14,853,333,142,322,2,25,1,2,26,Baltimore City,197,168,-70,80,-6,10,0,2,12,29.9,102.3,-33.1,33.1,-69.3,71.2,19.4,314.5,81.1,32,37,25,17,38,39,Majority Minority,Majority Minority,No,green,green,red,green,red,green,green,green,green,142,322,333,853
orchard ridge,Orchard Ridge,474,30,136,287,7,1,0,0,11,783,83,111,554,2,2,1,1,29,Baltimore City,309,53,-25,267,-5,1,1,1,17,65.2,175.6,-18.3,92.8,-74.7,59.6,4561.2,11622.4,150.7,29,61,6,14,71,11,Majority Black,Majority Black,No,green,green,red,green,red,green,green,green,green,111,554,83,783
original northwood,Original Northwood,1420,33,137,1207,2,12,1,2,26,1266,40,228,791,1,153,0,6,47,Baltimore City,-154,7,91,-416,-1,140,-1,4,22,-10.8,22.4,66.1,-34.4,-65,1140.3,-83.7,153,84.3,10,85,2,18,62,3,Majority Black,Majority Black,No,red,green,green,red,red,green,red,green,green,228,791,40,"1,266"
otterbein,Otterbein,928,29,685,136,3,53,1,3,17,1154,65,772,161,1,96,0,8,52,Baltimore City,227,36,87,25,-2,42,-1,6,35,24.4,123.5,12.6,18,-66.6,79.4,-99.7,218.6,200.3,74,15,3,67,14,6,Majority White,Majortiy White,Yes,green,green,green,green,red,green,red,green,green,772,161,65,"1,154"
overlea-city,Overlea,1551,60,928,516,5,16,1,3,23,1501,86,649,664,2,28,2,8,63,Baltimore City,-50,26,-279,148,-3,12,1,6,39,-3.2,42.8,-30.1,28.7,-51,74.4,204.6,196.2,166.6,60,33,4,43,44,6,Majority Minority,Majortiy White,Yes,red,green,red,green,red,green,green,green,green,649,664,86,"1,501"
panway/braddish avenue,Panway/Braddish Avenue,1088,7,14,1057,2,1,1,0,8,1016,11,17,947,3,2,0,4,31,Baltimore City,-72,4,3,-110,2,1,-1,4,24,-6.6,61.4,22.5,-10.4,103.1,223.3,-100,5526.7,317.2,1,97,1,2,93,1,Majority Black,Majority Black,No,red,green,green,red,green,green,red,green,green,17,947,11,"1,016"
park circle,Park Circle,3527,43,59,3358,10,8,1,3,45,2845,57,127,2558,11,9,3,7,73,Baltimore City,-682,14,67,-800,1,1,2,5,28,-19.3,32.3,113.8,-23.8,9.1,9.9,285.8,152.9,63,2,95,1,4,90,2,Majority Black,Majority Black,No,red,green,green,red,green,green,green,green,green,127,"2,558",57,"2,845"
parklane,Parklane,1705,15,37,1617,11,5,0,0,20,1411,37,48,1289,3,2,1,5,26,Baltimore City,-293,22,11,-328,-8,-3,1,4,6,-17.2,151.5,30.8,-20.3,-71.4,-61.4,67060.2,1097.4,32.5,2,95,1,3,91,3,Majority Black,Majority Black,No,red,green,green,red,red,red,green,green,green,48,"1,289",37,"1,411"
parkside,Parkside,1726,22,150,1439,6,79,0,1,29,1581,37,79,1396,2,24,0,6,37,Baltimore City,-145,15,-71,-43,-3,-55,0,4,8,-8.4,68.4,-47.4,-3,-57.9,-70.2,0.7,280.8,29.4,9,83,1,5,88,2,Majority Black,Majority Black,No,red,green,red,red,red,red,green,green,green,79,"1,396",37,"1,581"
parkview/woodbrook,Parkview/Woodbrook,214,3,5,201,0,0,0,0,4,173,4,8,154,0,1,0,1,5,Baltimore City,-41,1,3,-47,0,1,-0,0,1,-19,35.7,75.7,-23.3,106.5,191.2,-48,72.7,17.6,2,94,1,5,89,2,Majority Black,Majority Black,No,red,green,green,red,green,green,red,green,green,8,154,4,173
patterson park,Patterson Park,2409,248,1915,141,5,65,0,4,31,2514,206,1986,103,2,106,0,11,100,Baltimore City,106,-41,71,-38,-3,41,0,7,69,4.4,-16.7,3.7,-26.7,-58.5,62.1,NA,187.6,221.8,79,6,10,79,4,8,Majority White,Majortiy White,Yes,green,red,green,red,red,green,NA,green,green,"1,986",103,206,"2,514"
patterson park neighborhood,Patterson Park Neighborhood,4966,1142,1627,1960,48,86,2,6,94,4750,1362,1691,1360,21,116,1,20,179,Baltimore City,-216,220,63,-601,-27,30,-1,14,86,-4.3,19.3,3.9,-30.6,-55.8,34.4,-73.4,232.5,91.3,33,39,23,36,29,29,Majority Minority,Majority Minority,No,red,green,green,red,red,green,red,green,green,"1,691","1,360","1,362","4,750"
patterson place,Patterson Place,1096,173,338,528,11,25,1,1,20,1144,234,386,426,5,41,0,6,47,Baltimore City,48,61,48,-103,-6,17,-1,5,27,4.4,35.5,14.2,-19.4,-58,67,-100,499.9,135.9,31,48,16,34,37,20,Majority Minority,Majority Minority,No,green,green,green,red,red,green,red,green,green,386,426,234,"1,144"
pen lucy,Pen Lucy,2526,37,186,2240,9,18,1,3,32,2195,37,211,1838,3,11,0,9,86,Baltimore City,-331,0,25,-403,-6,-7,-1,6,53,-13.1,0.5,13.5,-18,-64.1,-36.6,-100,192.9,165.8,7,89,1,10,84,2,Majority Black,Majority Black,No,red,green,green,red,red,red,red,green,green,211,"1,838",37,"2,195"
penn north,Penn North,2069,19,38,1973,3,4,0,3,30,1679,46,117,1431,0,26,0,8,52,Baltimore City,-390,27,79,-542,-3,22,-0,4,22,-18.9,144.9,207,-27.5,-90,626.9,-67.1,136.1,76.1,2,95,1,7,85,3,Majority Black,Majority Black,No,red,green,green,red,red,green,red,green,green,117,"1,431",46,"1,679"
penn-fallsway,Penn-Fallsway,5735,86,781,4794,5,31,1,22,15,2489,71,246,2139,3,6,0,3,21,Baltimore City,-3247,-15,-535,-2656,-1,-25,-1,-20,6,-56.6,-17.5,-68.5,-55.4,-24.6,-81.4,-100,-87.9,38.3,14,84,2,10,86,3,Majority Black,Majority Black,No,red,red,red,red,red,red,red,red,green,246,"2,139",71,"2,489"
penrose/fayette street outreach,Penrose/Fayette Street Outreach,3537,28,48,3401,11,6,1,2,38,2591,51,46,2399,3,9,2,11,72,Baltimore City,-946,23,-2,-1003,-9,3,1,8,33,-26.7,81,-4.9,-29.5,-75.2,43.8,99.1,333.4,86.1,1,96,1,2,93,2,Majority Black,Majority Black,No,red,green,red,red,red,green,green,green,green,46,"2,399",51,"2,591"
perkins homes,Perkins Homes,688,49,78,528,5,19,0,0,9,468,63,68,305,3,11,0,2,16,Baltimore City,-221,14,-11,-222,-2,-8,0,2,6,-32,28.2,-13.8,-42.1,-45.5,-43.4,Inf,Inf,66.7,11,77,7,14,65,14,Majority Black,Majority Black,No,red,green,red,red,red,red,green,green,green,68,305,63,468
perring loch,Perring Loch,2377,29,135,2166,5,9,0,4,28,1897,27,95,1648,2,68,1,7,48,Baltimore City,-480,-1,-40,-518,-3,60,1,3,20,-20.2,-5.2,-29.9,-23.9,-60,705.8,Inf,55.6,71.4,6,91,1,5,87,1,Majority Black,Majority Black,No,red,red,red,red,red,green,green,green,green,95,"1,648",27,"1,897"
pimlico good neighbors,Pimlico Good Neighbors,2431,32,161,2192,5,7,0,6,28,1986,67,137,1701,5,12,0,10,54,Baltimore City,-446,35,-25,-492,1,5,0,4,26,-18.3,110.9,-15.3,-22.4,11.2,66.5,Inf,67.4,92.2,7,90,1,7,86,3,Majority Black,Majority Black,No,red,green,red,red,green,green,green,green,green,137,"1,701",67,"1,986"
pleasant view gardens,Pleasant View Gardens,458,13,34,390,1,15,0,1,5,254,7,10,225,0,2,0,1,9,Baltimore City,-204,-6,-24,-165,-0,-13,-0,-0,4,-44.5,-45.9,-69.7,-42.4,-94.4,-87.1,-100,-9.2,79.7,7,85,3,4,88,3,Majority Black,Majority Black,No,red,red,red,red,red,red,red,red,green,10,225,7,254
poppleton,Poppleton,2600,25,63,2475,7,4,0,1,26,2416,47,55,2187,4,4,0,29,90,Baltimore City,-184,22,-8,-288,-2,0,-0,28,65,-7.1,87.8,-12.7,-11.6,-37.6,4.7,-44.4,3271.8,252.9,2,95,1,2,91,2,Majority Black,Majority Black,No,red,green,red,red,red,green,red,green,green,55,"2,187",47,"2,416"
port covington,Port Covington,1194,37,1058,44,2,31,0,1,20,1425,80,1149,82,2,44,0,4,65,Baltimore City,231,43,91,38,-1,12,0,3,45,19.4,114.4,8.6,87.4,-29.2,39.7,0,457,221.2,89,4,3,81,6,6,Majority White,Majortiy White,Yes,green,green,green,green,red,green,red,green,green,"1,149",82,80,"1,425"
pulaski industrial area,Pulaski Industrial Area,5168,881,1556,2467,24,117,3,21,101,5760,1933,1033,2444,16,154,0,33,147,Baltimore City,592,1052,-523,-23,-8,37,-2,13,46,11.4,119.5,-33.6,-0.9,-33.4,31.6,-97,61,45.9,30,48,17,18,42,34,Majority Minority,Majority Minority,No,green,green,red,red,red,green,red,green,green,"1,033","2,444","1,933","5,760"
purnell,Purnell,130,2,10,115,0,1,0,0,1,117,4,13,93,0,2,0,1,4,Baltimore City,-13,2,3,-22,-0,1,0,0,3,-10.1,83.4,26.6,-18.9,-27.3,157.6,NA,22.6,197.2,8,88,2,11,79,4,Majority Black,Majority Black,No,red,green,green,red,red,green,NA,green,green,13,93,4,117
radnor-winston,Radnor-Winston,420,12,225,154,0,21,0,0,8,524,38,214,157,0,86,0,2,26,Baltimore City,104,26,-11,3,-0,65,0,2,19,24.8,213.6,-4.7,1.9,-12.3,305,Inf,1038.7,243.1,54,37,3,41,30,7,Majority Minority,Majortiy White,Yes,green,green,red,green,red,green,green,green,green,214,157,38,524
ramblewood,Ramblewood,1832,30,70,1681,2,12,1,1,35,1706,50,51,1532,3,12,0,9,48,Baltimore City,-127,21,-19,-149,1,0,-1,8,13,-6.9,69.1,-26.7,-8.9,50,3.1,-100,733.1,36.9,4,92,2,3,90,3,Majority Black,Majority Black,No,red,green,red,red,green,green,red,green,green,51,"1,532",50,"1,706"
reisterstown station,Reisterstown Station,2595,92,102,2332,8,23,1,1,36,2352,260,99,1884,8,23,0,9,67,Baltimore City,-243,168,-3,-448,1,0,-1,8,31,-9.4,182.6,-3,-19.2,12.5,1.6,-84.2,750.2,88,4,90,4,4,80,11,Majority Black,Majority Black,No,red,green,red,red,green,green,red,green,green,99,"1,884",260,"2,352"
remington,Remington,1584,70,941,378,5,133,0,7,51,1708,150,1017,193,3,269,0,10,65,Baltimore City,123,80,77,-185,-2,136,0,3,14,7.8,113.3,8.2,-48.9,-38.2,102.9,207.2,47.5,28,59,24,4,60,11,9,Majority White,Majortiy White,Yes,green,green,green,red,red,green,green,green,green,"1,017",193,150,"1,708"
reservoir hill,Reservoir Hill,5960,103,485,5217,27,22,0,6,100,5099,137,615,4008,22,59,2,36,219,Baltimore City,-861,35,130,-1208,-5,37,2,30,119,-14.4,33.7,26.9,-23.2,-20,165.3,4468339.6,487.3,119,8,88,2,12,79,3,Majority Black,Majority Black,No,red,green,green,red,red,green,green,green,green,615,"4,008",137,"5,099"
richnor springs,Richnor Springs,374,4,10,352,2,1,0,0,5,353,10,12,318,1,0,0,2,9,Baltimore City,-21,6,1,-34,-1,-1,0,2,4,-5.7,133.4,14.5,-9.5,-42.8,-85.9,NA,399.5,89.7,3,94,1,3,90,3,Majority Black,Majority Black,No,red,green,green,red,red,red,NA,green,green,12,318,10,353
ridgely's delight,Ridgely's Delight,442,14,326,65,1,26,1,1,8,550,31,367,76,0,46,0,4,25,Baltimore City,108,17,41,12,-1,20,-1,3,16,24.4,123.8,12.5,18.2,-66.5,79.3,-99.8,218.1,199.5,74,15,3,67,14,6,Majority White,Majortiy White,Yes,green,green,green,green,red,green,red,green,green,367,76,31,550
riverside,Riverside,3689,110,3278,116,3,126,1,4,52,4215,204,3467,159,1,202,0,7,174,Baltimore City,525,94,189,43,-2,77,-1,3,122,14.2,85.7,5.8,36.8,-67.2,61,-97.3,68.9,232.7,89,3,3,82,4,5,Majority White,Majortiy White,Yes,green,green,green,green,red,green,red,green,green,"3,467",159,204,"4,215"
rognel heights,Rognel Heights,1172,16,43,1095,2,3,0,1,12,1094,26,42,993,2,3,0,4,27,Baltimore City,-78,10,-2,-102,-0,-1,-0,3,15,-6.7,59.6,-4,-9.3,-20,-16.8,-83.2,292.2,122,4,93,1,4,91,2,Majority Black,Majority Black,No,red,green,red,red,red,red,red,green,green,42,993,26,"1,094"
